,user,item,buy_size,sex,height,weight,review,size,brightness,color,thickness
559,LV 6 얌야무얌,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],32,남성, 172cm, 70kg,무신사 슬랙스는 기본중의 기본입니다편하고 핏좋고 정말 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
560,LV 5 문찐5371,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,남성, 172cm, 70kg,검정색 다음으로 사기 무난하고 저녁에 입으니 검정 느낌이네요 핏도 마음에 들어요 ,보통이에요,밝아요,선명해요,두꺼워요
561,LV 7 기태에에에요,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,남성, 175cm, 70kg,휘뚜루 마뚜루 입을 수 있어서 좋아요 역시 가성비 짱,보통이에요,보통이에요,보통이에요,보통이에요
562,LV 5 엠씨스님스,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 175cm, 70kg,역시 믿고사는 무탠다드 강추합니다  또올께요 다음에,보통이에요,보통이에요,보통이에요,보통이에요
563,LV 4 DanaPo,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 180cm, 78kg,사이즈가 살짝 타이트한거 빼고는 대부분 만족합니다 ,보통이에요,어두워요,보통이에요,보통이에요
564,LV 6 Joon03,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 170cm, 66kg,그냥 편하고 가성비가 참 좋네요  무난한 슬랙스 찾으시면 좋은 듯 ,보통이에요,보통이에요,보통이에요,보통이에요
565,LV 4 정크로,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],33,남성, 179cm, 76kg,179에 76이고 하체발달형이에요처음에 32샀는데 허리는 괜찮은데 허벅지랑 좀불편해서 33으로 바꿨어요33이 딱이에요사이즈는 제말 들으세요,보통이에요,보통이에요,보통이에요,보통이에요
566,LV 5 제발편해져라,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],34,남성, 180cm, 72kg,이뻐요 다들 이쁘다고 하네요 감사히 잘 입겠습니다 감사합니다,보통이에요,보통이에요,보통이에요,보통이에요
567,LV 4 필로00,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],27,남성, 170cm, 57kg,생각보다 색도 이쁘고 코디하기 좋아요 톤온톤아이템으로 하나쯤 두는거 괜찮음,보통이에요,보통이에요,보통이에요,보통이에요
568,LV 4 뉴비_7dfe9672,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],31,남성, 171cm, 69kg,깔끔하고 예쁩니다 허벅지가 좀 두꺼우신분은 한치수 크게 주문하는 게 좋을 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
569,LV 3 CD: 9300,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],29,남성, 175cm, 64kg,제 체형에 30은 허리가 조금 남아서 29로 무리해봤는데허리는 적당한데 허벅지랑 기장이 아주 조금 타이트 하네요 못 입을 정도는 아니라서 교환 안하고 입습니다  사이즈 참고해 주세요  그 외에는 색감이랑 핏이랑 매우 만족스럽습니다 ,작아요,밝아요,선명해요,보통이에요
570,LV 5 치리리루루,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 184cm, 83kg,옷은 잘못이 없고 허리대비 허벅지가 굵은 저의 탓이죠 허리띠를 안메고 입을 수 있는 옷을 찾으려면운동을 그만둬야겠지요  하하 옷은 이쁩니다,보통이에요,보통이에요,보통이에요,보통이에요
571,LV 5 치리리루루,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],33,남성, 184cm, 83kg,허리대비 허벅지 굵은 운동인의 비애입니다  32시켰다가 작아서  33 교환 했는데 아직도 작아 그냥 입으렵니다  곧 대회라 끝나면 더 안맞을텐데   ㅠㅠ 옷 품질은 좋습니다 이건 저의 문제라  하하 색상이 생각보다 밝네요 ,보통이에요,밝아요,선명해요,보통이에요
572,LV 4 SHINWWOO,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 177cm, 75kg,진짜 몇번째 구매하는건지  가성비로 좋은원단 제품 잘 구할수 있어 좋아요,보통이에요,어두워요,선명해요,보통이에요
573,LV 4 모쨍,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,남성, 177cm, 72kg,핏이 마음에 들고 일부러 완전 검정색으로 사지 않았는데 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
574,LV 3 뉴비_001300595065,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 173cm, 63kg,너무슬림해서 오히려 다리가너무얇아보이는단점얇아보이려고하시는분은 추천,보통이에요,보통이에요,선명해요,보통이에요
575,LV 3 그야말로미소,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],36,남성, 180cm, 78kg,무탠 슬랙스 가성비좋아서 여러장 구매했습니다 허벅지 엉덩이 특별히 크지않으면 정사이즈 가세요  ,커요,보통이에요,보통이에요,보통이에요
576,LV 6 츄팝츄스,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 178cm, 77kg,기존에 입던 슬랙스에 비해 신축성이 너무 좋아요,보통이에요,보통이에요,선명해요,보통이에요
577,LV 5 일영oneP,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 178cm, 70kg,슬랙스는 무탠다드가 짱인거같아요  출근할 때 일주일에 3일은 입습니다,보통이에요,어두워요,선명해요,얇아요
578,LV 3 루키_0643e5ebb2ea,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 172cm, 65kg,부드러운 재질로 입었을 때 편하고 핏도 만족합니다,보통이에요,밝아요,선명해요,보통이에요
579,LV 3 루키_0643e5ebb2ea,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],29,남성, 172cm, 65kg,부드러운 재질로 입었을 때 편하고 핏도 만족합니다,보통이에요,밝아요,선명해요,보통이에요
580,LV 5 매너기지게,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 181cm, 84kg,좋습니다 만족하네여핏 재질 진짜 좋네요 굿입니다,보통이에요,보통이에요,보통이에요,보통이에요
581,LV 3 RRR7,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 183cm, 81kg,아니 맞춤 옷 같아요 너무 좋습니다 짱짱맨 마음에 들어요,보통이에요,보통이에요,보통이에요,보통이에요
582,LV 4 kaHoot,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 177cm, 66kg,1년동안 무난히 입다가 재구매했어요 너무 좋은 기본템 ,보통이에요,보통이에요,보통이에요,보통이에요
583,LV 5 수안아빠,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],34,남성, 182cm, 78kg,항상 구입하는제품이라 세일때 색상만 틀리게 구매합니다  잘입겠습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
584,LV 5 신사숙녀여러분다사랑해,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 167cm, 63kg,슬랙스 중에 무난하고 제일 좋은데 사이즈 29도 딱 맞아서 더 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
585,LV 3 y_21.cy6,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 175cm, 72kg,요즘 날씨가 풀리고 있지만 여름에 많이 입고 다녀서 여름철에 땀이 나서 젖은 상태라도 흡수와 배출속도가 타사 제품의 슬랙스보다 빨라 불편함이 전혀 없었던 것 같아요 정말  그리고 무엇보다 착용시 체감이 정말 좋았고 슬랙스가 아니라 츄리닝을 입는 기분이 들어요 ㅋㅋ 그만큼 너무 편하고 디테일도 신경써서 제작하신게 느껴지고 싼 가격에 구매해서 최고의 가성비 슬랙스라 생각합니다 감사합니다  ,보통이에요,보통이에요,선명해요,보통이에요
586,LV 3 y_21.cy6,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,남성, 175cm, 72kg,요즘 날씨가 풀리고 있지만 여름에 많이 입고 다녀서 여름철에 땀이 나서 젖은 상태라도 흡수와 배출속도가 타사 제품의 슬랙스보다 빨라 불편함이 전혀 없었던 것 같아요 정말  그리고 무엇보다 착용시 체감이 정말 좋았고 슬랙스가 아니라 츄리닝을 입는 기분이 들어요 ㅋㅋ 그만큼 너무 편하고 디테일도 신경써서 제작하신게 느껴지고 싼 가격에 구매해서 최고의 가성비 슬랙스라 생각합니다 감사합니다  ,보통이에요,보통이에요,선명해요,보통이에요
587,LV 3 Syhann179,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 168cm, 62kg,사이즈 28시켰는데 29가 온 것 빼고는 다 좋네요,보통이에요,어두워요,선명해요,보통이에요
588,LV 3 요녀석1,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,남성, 185cm, 80kg,저렴한 가격에 잘 산것 같네요 ㅎㅎ 잘 입고 다니겠습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
589,LV 3 뉴비_173d3046,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 176cm, 70kg,평소 유니클로 76   허리 30인치 입는데 후기보고 1 2사이즈 업해야 한다고 해서 31로 했다가 작아서 32로 교환했습니다 주머니 깊이가 깊지않은거랑 주머니속 작은 주머니가 없는거 빼고는 이 가격대에서는 최고에요 ,작아요,보통이에요,보통이에요,보통이에요
590,LV 4 Jjkml,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 172cm, 67kg,깔끔하게 핏이 떨어져서 포멀한 느낌으로 좋아하시는 분은 만족할듯 합니다,보통이에요,어두워요,선명해요,보통이에요
591,LV 4 멤버_dc6cf10d3b13,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 173cm, 73kg,저는 원래 30입는데 31 갔습니다 요즘 살이쪄서 맞는건지 원래 한치수 업 하는게 좋은건지는 모르겠으나 잘 맞네요 대부분 후기들도 한치수 업하라는 말이 많아서 한치수 업 했습니다,보통이에요,보통이에요,보통이에요,보통이에요
592,LV 6 패션의시작은몸,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],31,남성, 177cm, 78kg,색상 너무 이뻐요 초여름 까지는 입을수 있어요 0,보통이에요,보통이에요,보통이에요,보통이에요
593,LV 3 SCMinnovator,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],33,남성, 176cm, 75kg,테이퍼즈 핏인데 생각보다는 슬림합니다슬림핏에 좀 더 가깝다고 생각해요세일할 때 싸게 잘 산 것 같습니다,보통이에요,보통이에요,보통이에요,보통이에요
594,LV 5 안병준님,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 174cm, 70kg,기장 안줄여도 돼서 너무 좋습니다역시 믿고사는 무탠다드,보통이에요,보통이에요,보통이에요,보통이에요
595,LV 2 뉴비_db1c86960a05,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 170cm, 56kg,완전 딱맞거나 헐렁할 줄 알았는데 입어보니까 딱 맞지도 않고 약간 공간이 있어서 벨트차면 좋을 것 같아요 ㅎㅎ가격도 저렴하게 산 것 같아서 너무 좋습니다 ㅎㅎ포인트 쿠폰도 주시니 감사히 쓰도록 할게요   마니파세여 ,보통이에요,보통이에요,선명해요,보통이에요
596,LV 6 와이드핏어려워요,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,남성, 168cm, 63kg,만족합니다  편하게 입으려고 샀어요  화려하지 않아서 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
597,LV 6 kim__yongjin,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,남성, 183cm, 71kg,슬랙스의 스키니한 느낌이 다리를 더 예쁘게 보여줍니다 ,보통이에요,보통이에요,보통이에요,보통이에요
598,LV 6 김살라,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 182cm, 74kg,허벅돼를 위한 슬림핏 슬랙스입니다  만족스러워서 재구매해요,보통이에요,보통이에요,보통이에요,보통이에요
599,LV 5 001718,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 183cm, 67kg,30사이즈로 샀다가 너무 작아서 32로 교환했어요 ,보통이에요,보통이에요,보통이에요,보통이에요
600,LV 6 kim__yongjin,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,남성, 183cm, 71kg,편안한 사이즈에 부드러운 면 재질  편하게 잘 입을 수 있어요 ,보통이에요,보통이에요,보통이에요,보통이에요
601,LV 3 뉴비_1c43eb209847,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],34,남성, 174cm, 84kg,베이지색 정장 느낌의 바지로 딱 좋고 허리 부분도 잘 늘어나서 편함 ,보통이에요,보통이에요,선명해요,보통이에요
602,LV 4 승도,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 167cm, 67kg,역시 무신사 슬랙스 믿고 구입하네요  스판 있어서 너무 편합니다  색깔별로 구입 예정입니다 ,보통이에요,어두워요,선명해요,보통이에요
603,LV 6 봄비입니다,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,남성, 178cm, 68kg,색이 생각보다어둡습니다 겨울에 입으면 이쁠듯,보통이에요,보통이에요,보통이에요,보통이에요
604,LV 6 후후하후하,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],30,남성, 172cm, 68kg,역시 무탠다드 슬랙스입니다  가성비 좋고 핏도 무난하고 여러장 샀습니다  추천해요,보통이에요,보통이에요,보통이에요,보통이에요
605,LV 6 후후하후하,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 172cm, 68kg,역시 무탠다드 슬랙스입니다  가성비 좋고 핏도 무난하고 여러장 샀습니다  추천해요,보통이에요,보통이에요,보통이에요,보통이에요
606,LV 3 뉴비_836c6fcf2a3b,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 175cm, 62kg,무탠다드 슬랙스는 수선 안 해도 언제나 핏이 예술이라 맘에듭니다  ,보통이에요,보통이에요,보통이에요,보통이에요
607,LV 5 도민잉,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 177cm, 74kg,역시 믿고입는 무탠다스 슬랙스입니다 사이즈도 잘 맞네요,보통이에요,보통이에요,보통이에요,보통이에요
608,LV 6 원불02,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 180cm, 72kg,무난하게 입기 괜찮아요 재질과 디자인 둘다 맘에 드네요,보통이에요,밝아요,선명해요,보통이에요
609,LV 3 Jeeth,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,남성, 176cm, 85kg,상하의 셋업으러 구매한 상품이구요 엄청 이쁘고 옷이 편합니다 ㅋㅋ 아주 마음에 들어요 블랙도 구매하려고 합니닼ㅋㅋ 너무 좋아용,보통이에요,보통이에요,선명해요,보통이에요
610,LV 4 김돌돌돌돌이,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,남성, 173cm, 60kg,핏 색감 기장 다 맘에 들어요  기본템 같은건 진짜 무신사 스탠다드에서 다 사는 중인데 싸고 품질도 적당하고 최강인듯,보통이에요,보통이에요,보통이에요,보통이에요
611,LV 6 Seo....,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 177cm, 60kg,원단 도 맘에들고 일할때 편할것같아요내년에 한벌더 구매할생각이에요,보통이에요,보통이에요,보통이에요,보통이에요
612,LV 5 그랑죠사촌,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],30,남성, 172cm, 61kg,상품평 안올리는데 정말 만족해서 올립니다제 스펙기준 60만원에 맞춤정장한적 있는데 그 정장처럼 기장이 잘맞습니다운동화나 구두를 신어도 제가 원하는 너무 길지 않는 기장이라 수선을 따로 안해도 좋고요히든벤딩이  편하면서도 허리를 잡아주는 힘이 있어 벨트를 안해도 특유의 깔끔한 맛으로 보여져서 일석이조입니다 항상 검정정장으로 모근 경조사를 챙기지 마시고 세컨정장으로 구입하시길 추천드립니다 ,보통이에요,어두워요,보통이에요,두꺼워요
613,LV 6 Itrmrh,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,남성, 174cm, 65kg,셋업으로 샀는데 가격 대비 정말 품질이 좋습니다  만족스러워요  ,보통이에요,보통이에요,보통이에요,보통이에요
